,region,place,cost_nomad,cost_coworking,cost_expat,coffee_in_cafe,cost_beer,places_to_work,free_wifi_available,internet_speed,freedom_score,peace_score,safety,fragile_states_index,press_freedom_index,female_friendly,lgbt_friendly,friendly_to_foreigners,racism,leisure,life_score,nightlife,weed
309,Europe,Rome,3972.0,645.2,3384.0,8.06,8.06,0.8,0.2,10.0,0.6,0.8,0.6,43.1,28.93,0.6,0.2,0.8,0.4,1.0,0.76,0.6,0.0
310,Europe,Bologna,1893.0,268.83,1762.0,2.69,2.69,0.4,1.0,13.0,0.6,0.8,0.6,43.1,28.93,0.6,0.6,1.0,0.4,0.6,0.72,0.6,0.0
311,Europe,Monza,3037.0,190.23,2133.0,5.38,5.38,0.8,0.6,11.0,0.6,0.8,0.8,43.1,28.93,0.6,0.4,0.6,0.6,0.6,0.77,0.6,0.0
312,Europe,Trento,2115.0,107.53,2417.0,3.76,3.76,0.8,0.8,16.0,0.6,0.8,0.8,43.1,28.93,1.0,0.6,0.8,0.4,0.8,0.75,0.6,0.0
313,Europe,Modena,3325.0,547.06,2526.0,6.72,6.72,0.8,0.6,15.0,0.6,0.8,1.0,43.1,28.93,0.8,0.8,1.0,0.4,0.8,0.76,0.6,0.0
314,Europe,Como,2334.0,193.56,1785.0,2.69,2.69,0.6,0.6,12.0,0.6,0.8,0.8,43.1,28.93,0.6,0.4,0.8,0.4,0.6,0.72,0.6,0.0
315,Europe,Naples,3819.0,655.95,2860.0,8.06,8.06,0.4,0.4,22.0,0.6,0.8,0.6,43.1,28.93,0.6,0.2,0.8,0.4,0.8,0.75,0.4,0.0
316,Europe,Trieste,2212.0,241.95,2488.0,3.23,3.23,0.4,1.0,12.0,0.6,0.8,0.8,43.1,28.93,1.0,0.4,0.8,0.4,0.6,0.73,0.6,0.0
317,Europe,Venice,5336.0,1451.69,4094.0,8.06,8.06,0.4,0.8,14.0,0.6,0.8,0.8,43.1,28.93,1.0,0.8,1.0,0.4,1.0,0.81,0.8,0.0
318,Europe,Treviso,1925.0,161.3,2489.0,3.23,3.23,0.4,1.0,6.0,0.6,0.8,0.6,43.1,28.93,0.8,0.4,0.6,0.4,0.8,0.71,0.8,0.0
319,Europe,Verona,3035.0,160.22,2107.0,6.45,6.45,0.4,0.8,13.0,0.6,0.8,0.8,43.1,28.93,0.0,0.4,0.8,0.4,0.6,0.72,0.4,0.0
320,Europe,Palermo,2492.0,170.55,1468.0,3.23,3.23,0.4,0.6,14.0,0.6,0.8,0.8,43.1,28.93,0.6,0.4,0.6,0.6,0.4,0.74,0.6,0.0
321,Europe,Avellino,1833.0,219.09,1161.0,2.69,2.69,0.4,0.2,15.0,0.6,0.8,0.6,43.1,28.93,0.6,0.4,0.8,0.4,0.4,0.7,0.4,0.0
322,Europe,Rimini,2916.0,217.78,1947.0,4.57,4.57,0.6,0.6,13.0,0.6,0.8,0.8,43.1,28.93,0.6,0.4,0.8,0.6,0.6,0.74,0.6,0.0
323,Europe,Lucca,3350.0,170.55,2115.0,4.84,4.84,0.6,0.6,17.0,0.6,0.8,0.8,43.1,28.93,0.6,0.4,0.6,0.6,0.6,0.74,0.6,0.0
324,Europe,Cagliari,3052.0,158.74,1836.0,4.3,4.3,0.6,0.6,0.0,0.6,0.8,0.8,43.1,28.93,0.6,0.4,0.6,0.6,0.6,0.73,0.6,0.0
325,Europe,Ferrara,3528.0,275.5,2167.0,5.91,5.91,0.6,0.6,12.0,0.6,0.8,0.6,43.1,28.93,0.6,0.4,0.6,0.6,0.0,0.72,0.6,0.0
326,Europe,Vienna,2615.0,182.81,2052.0,4.84,4.84,0.8,1.0,36.0,0.8,1.0,1.0,27.5,13.18,1.0,0.62,0.8,0.6,0.62,0.85,0.76,0.0
327,Europe,Salzburg,2595.0,309.69,2071.0,3.76,3.76,0.6,0.6,14.0,0.8,1.0,0.8,27.5,13.18,1.0,0.6,0.8,0.6,0.6,0.76,0.4,0.0
328,Europe,Graz,2524.0,268.83,1670.0,4.3,4.3,0.4,0.6,17.0,0.8,1.0,0.8,27.5,13.18,1.0,0.8,1.0,0.6,0.6,0.8,0.6,0.0
329,Asia,Tel Aviv,5317.0,148.17,2790.0,5.2,5.2,0.8,0.62,15.0,0.4,0.9055485622824465,0.8,40.967346267449514,32.58,1.0,1.0,0.82,0.8,1.0,0.93,1.0,0.0
330,Asia,Jerusalem,5587.0,298.95,2675.0,7.8,7.8,0.4,0.6,23.0,0.4,0.7364306981134732,0.6,67.75284792242935,32.58,1.0,1.0,0.6,0.8,0.6,0.82,1.0,0.0
331,Asia,Haifa,4957.0,528.68,2578.0,6.5,6.5,0.6,0.6,12.0,0.4,0.7681352414495038,0.6,58.526978876174006,32.58,0.8,0.6,0.6,0.8,0.8,0.81,0.6,0.0
332,Asia,Beersheba,4764.0,433.54,1971.0,5.33,5.33,0.6,0.4,11.0,0.4,0.6964093039357934,0.6,56.829605952636825,32.58,0.8,0.6,0.6,0.8,0.6,0.79,0.4,0.0
333,Europe,Bristol,3461.0,224.55,2339.0,4.37,4.37,0.8,0.42,0.0,0.6,0.8,1.0,32.4,21.7,1.0,1.0,1.0,1.0,1.0,0.89,0.8,0.0
334,Europe,Liverpool,2715.0,187.13,2356.0,4.37,4.37,0.8,0.6,0.0,0.6,0.8,1.0,32.4,21.7,0.8,0.6,1.0,1.0,0.8,0.86,0.78,0.0
335,Europe,Manchester,2857.0,249.5,2426.0,4.37,4.37,0.8,0.6,0.0,0.6,0.8,0.6,32.4,21.7,0.8,0.8,0.8,1.0,0.8,0.84,1.0,0.0
336,Europe,Nottingham,2687.0,311.88,2555.0,4.37,4.37,0.8,0.6,0.0,0.6,0.8,0.6,32.4,21.7,1.0,0.8,0.8,1.0,0.6,0.83,0.8,0.0
337,Europe,London,3020.0,249.5,3569.0,6.24,6.24,0.8,0.44,14.0,0.6,0.8,0.6,32.4,21.7,0.8,0.82,0.8,1.0,1.0,0.82,1.0,0.0
338,Europe,Edinburgh,3238.0,99.8,2769.0,4.37,4.37,0.8,0.4,0.0,0.6,0.8,1.0,32.4,21.7,1.0,0.8,0.8,1.0,0.6,0.84,1.0,0.0
339,Europe,Brighton,3273.0,248.26,2894.0,4.37,4.37,0.8,0.8,0.0,0.6,0.8,0.8,32.4,21.7,0.0,0.8,0.8,1.0,0.6,0.84,0.8,0.0
340,Europe,Cambridge,2874.0,324.36,3268.0,4.37,4.37,0.8,0.4,0.0,0.6,0.8,1.0,32.4,21.7,0.8,0.8,1.0,1.0,0.4,0.82,0.4,0.0
341,Europe,Glasgow,2720.0,37.43,2234.0,4.37,4.37,0.8,0.4,0.0,0.6,0.8,1.0,32.4,21.7,1.0,0.8,1.0,1.0,0.8,0.86,0.8,0.0
342,Europe,Newcastle Upon Tyne,2855.0,124.75,3133.0,4.37,4.37,0.8,1.0,0.0,0.6,0.8,0.8,32.4,21.7,0.82,1.0,1.0,1.0,0.62,0.8,1.0,0.0
343,Europe,Birmingham,3367.0,342.44,2392.0,4.37,4.37,0.8,0.6,0.0,0.6,0.8,1.0,32.4,21.7,1.0,1.0,0.8,1.0,0.8,0.88,0.4,0.0
344,Europe,Leeds,3012.0,187.13,2605.0,4.37,4.37,0.4,0.6,0.0,0.6,0.8,0.8,32.4,21.7,0.8,0.6,1.0,1.0,1.0,0.83,0.8,0.0
345,Europe,Leicester,2635.0,37.43,1827.0,4.37,4.37,0.4,0.6,0.0,0.6,0.8,0.8,32.4,21.7,0.8,0.6,1.0,1.0,0.93,0.79,0.8,0.0
346,Europe,Bournemouth,2863.0,299.4,2813.0,4.37,4.37,0.4,0.6,0.0,0.6,0.8,1.0,32.4,21.7,1.0,0.8,1.0,1.0,0.6,0.81,0.8,0.0
347,Europe,Oxford,3686.0,280.69,3011.0,4.37,4.37,0.4,1.0,0.0,0.6,0.8,0.6,32.4,21.7,1.0,1.0,1.0,1.0,0.8,0.82,0.8,0.0
348,Europe,Norwich,3178.0,124.75,2420.0,4.37,4.37,0.4,0.6,0.0,0.6,0.8,0.8,32.4,21.7,0.8,1.0,0.8,1.0,0.6,0.79,0.8,0.0
349,Europe,Cardiff,3178.0,274.45,2659.0,4.37,4.37,0.4,1.0,0.0,0.6,0.8,0.6,32.4,21.7,0.8,0.6,1.0,1.0,0.6,0.78,0.6,0.0
350,Europe,Belfast,2655.0,185.88,1971.0,4.37,4.37,0.4,0.4,0.0,0.6,0.8,0.6,32.4,21.7,0.8,0.8,0.6,1.0,0.4,0.75,0.6,0.0
351,Europe,Southampton,3539.0,342.44,2871.0,4.37,4.37,0.6,0.6,0.0,0.6,0.8,0.8,32.4,21.7,0.8,0.8,0.8,1.0,0.8,0.81,1.0,0.0
352,Europe,Aberdeen,3159.0,343.07,2514.0,4.37,4.37,0.4,0.6,0.0,0.6,0.8,0.8,32.4,21.7,1.0,0.8,0.8,1.0,0.6,0.79,0.6,0.0
353,Europe,Northampton,3130.0,342.44,2299.0,4.37,4.37,0.8,0.6,0.0,0.6,0.8,0.6,32.4,21.7,1.0,1.0,0.8,1.0,0.4,0.78,1.0,0.0
354,Europe,Reading,3212.0,124.75,2868.0,4.37,4.37,0.4,0.6,0.0,0.6,0.8,0.6,32.4,21.7,0.6,0.8,0.6,1.0,0.6,0.76,0.8,0.0
355,Europe,Coventry,3082.0,342.44,2088.0,4.37,4.37,0.6,0.6,0.0,0.6,0.8,1.0,32.4,21.7,1.0,0.8,0.6,1.0,0.4,0.78,0.6,0.0
356,Europe,Cheltenham,3379.0,420.41,2792.0,4.74,4.74,0.4,0.8,0.0,0.6,0.8,0.8,32.4,21.7,0.6,0.6,0.6,0.6,0.6,0.77,0.6,0.0
357,Europe,Portsmouth,3371.0,410.93,3629.0,4.63,4.63,0.6,0.6,10.0,0.6,0.8,1.0,32.4,21.7,0.8,0.6,0.8,0.6,0.6,0.78,0.6,0.0
358,Europe,Hama,1702.0,74.19,3810.0,0.83,0.83,0.4,0.2,5.0,0.2,0.2,0.2,110.8,81.35,0.2,0.2,0.2,0.4,0.2,0.02,0.2,0.0
359,Europe,Athens,2720.0,209.69,1556.0,5.91,5.91,0.8,0.8,8.0,0.4,0.8,0.8,55.9,30.35,0.6,0.6,0.8,0.8,1.0,0.81,0.8,0.0
360,Europe,Thessaloniki,1656.0,107.53,1054.0,2.69,2.69,0.4,0.6,0.0,0.4,0.8,0.8,55.9,30.35,0.8,0.8,0.8,0.4,0.6,0.75,1.0,0.0
361,Europe,Patras,1937.0,262.38,1152.0,3.23,3.23,0.4,0.4,9.0,0.4,0.8,0.8,55.9,30.35,0.8,0.6,0.6,0.4,0.6,0.73,1.0,0.0
362,Europe,Rethymno,2409.0,219.09,1349.0,2.69,2.69,1.0,1.0,0.0,0.4,0.8,0.8,55.9,30.35,0.6,0.6,1.0,0.4,0.4,0.75,1.0,0.0
363,Europe,Chania,3156.0,481.47,1978.0,5.91,5.91,0.4,0.4,0.0,0.4,0.8,0.8,55.9,30.35,0.6,0.6,0.8,0.4,0.6,0.74,1.0,0.0
364,Europe,Santorini,4749.0,436.86,2632.0,4.3,4.3,0.6,0.6,0.0,0.4,0.8,0.8,55.9,30.35,0.6,0.4,0.6,0.6,0.8,0.75,0.8,0.0
365,Americas,Panama City,3523.0,300.0,2834.0,3.5,3.5,0.8,1.0,15.0,0.4,0.8,1.0,53.2,30.59,0.6,0.6,1.0,0.8,0.6,0.81,0.8,0.0
366,Americas,Puerto Viejo,2373.0,451.95,1782.0,3.62,3.62,0.4,0.8,5.0,0.8,0.8,0.6,45.1,11.1,0.6,0.8,0.8,0.8,1.0,0.77,0.6,0.0
367,Americas,Bocas del Toro,3095.0,244.0,1622.0,1.0,1.0,0.6,0.8,4.0,0.4,0.8,0.6,53.2,30.59,0.6,0.8,0.6,0.8,1.0,0.74,0.8,0.0
368,Asia,Fukuoka,1998.0,92.52,1654.0,5.56,5.56,1.0,0.6,37.0,0.6,0.8,1.0,35.1,28.67,0.8,0.6,0.8,0.6,0.8,0.85,0.8,0.0
369,Asia,Nagoya,2170.0,92.52,2092.0,6.62,6.62,1.0,0.6,15.0,0.6,0.8,1.0,35.1,28.67,0.8,0.6,0.8,0.6,0.8,0.83,0.6,0.0
370,Asia,Osaka,2127.0,92.52,1728.0,3.7,3.7,0.8,1.0,10.0,0.6,0.8,1.0,35.1,28.67,0.8,0.6,0.8,0.6,0.6,0.81,0.8,0.0
371,Asia,Hiroshima,2258.0,92.52,1684.0,6.62,6.62,0.4,0.6,27.0,0.6,0.8,0.8,35.1,28.67,0.8,0.6,0.8,0.6,0.6,0.82,0.8,0.0
372,Asia,Yokohama,2062.0,92.52,2160.0,5.24,5.24,0.4,0.8,12.0,0.6,0.8,1.0,35.1,28.67,0.6,0.4,0.6,0.6,0.8,0.81,0.6,0.0
373,Asia,Sendai,2082.0,92.52,1602.0,6.62,6.62,0.6,0.8,24.0,0.6,0.8,1.0,35.1,28.67,0.6,0.6,0.4,0.6,0.6,0.79,0.4,0.0
374,Asia,Sapporo,2250.0,92.52,1709.0,5.53,5.53,0.8,0.8,24.0,0.6,0.8,1.0,35.1,28.67,0.6,0.6,0.6,0.6,0.8,0.82,0.6,0.0
375,Asia,Kitakyushu,2105.0,92.52,2166.0,5.05,5.05,0.8,0.6,12.0,0.6,0.8,1.0,35.1,28.67,0.8,0.6,0.8,0.6,0.6,0.81,0.6,0.0
376,Asia,Tokyo,2541.0,508.87,2934.0,2.78,2.78,1.0,0.4,1.0,0.6,0.8,1.0,35.1,28.67,0.8,0.6,0.8,0.2,1.0,0.89,1.0,0.0
377,Asia,Naha,2216.0,92.52,2245.0,6.62,6.62,1.0,0.4,13.0,0.6,0.8,1.0,35.1,28.67,0.8,0.6,0.6,0.6,0.6,0.8,0.4,0.0
378,Asia,Kyoto,2724.0,462.8,2257.0,4.63,4.63,0.4,0.8,4.0,0.6,0.8,1.0,35.1,28.67,0.8,0.6,0.8,0.8,1.0,0.81,1.0,0.0
379,Europe,Cluj,1886.0,157.93,1055.0,1.79,1.79,0.8,0.6,38.0,0.6,0.8,0.6,52.9,24.29,0.6,0.2,1.0,0.4,0.6,0.79,0.93,1.0
380,Europe,Timisoara,2208.0,152.46,1059.0,2.02,2.02,0.4,0.6,36.0,0.6,0.8,0.8,52.9,24.29,0.64,0.2,0.82,0.42,0.4,0.73,1.0,1.0
381,Europe,Bucharest,2235.0,119.11,1112.0,2.98,2.98,0.4,0.27,54.0,0.6,0.8,0.62,52.9,24.29,0.6,0.2,0.6,0.38,0.45,0.71,0.8,1.0
382,Europe,Brasov,1974.0,83.37,1158.0,1.79,1.79,0.4,0.64,18.0,0.6,0.8,0.62,52.9,24.29,0.64,0.2,0.64,0.4,0.45,0.71,0.6,1.0
383,Europe,Craiova,1733.0,145.31,792.0,1.79,1.79,0.6,0.6,23.0,0.6,0.8,0.6,52.9,24.29,0.6,0.4,0.6,0.4,0.4,0.73,0.6,1.0
384,Europe,Iasi,1738.0,145.31,936.0,1.79,1.79,0.4,0.4,34.0,0.6,0.8,0.6,52.9,24.29,0.6,0.4,0.6,0.4,0.6,0.73,0.6,1.0
385,Europe,Ploiesti,1921.0,145.31,860.0,1.79,1.79,1.0,1.0,42.0,0.6,0.8,0.8,52.9,24.29,0.6,0.2,1.0,0.4,0.4,0.75,0.4,1.0
386,Europe,Constanta,1919.0,96.78,917.0,1.19,1.19,0.4,0.6,7.0,0.6,0.8,0.6,52.9,24.29,0.6,0.4,0.6,0.4,1.0,0.74,0.6,1.0
387,Europe,Oslo,3178.0,235.14,2654.0,4.14,4.14,0.8,0.6,13.0,1.0,1.0,0.8,21.2,8.79,0.6,0.8,0.8,0.8,0.8,0.84,0.6,0.0
388,Europe,Trondheim,3139.0,212.69,2776.0,5.32,5.32,0.4,0.6,15.0,1.0,1.0,1.0,21.2,8.79,0.8,0.6,0.8,0.8,0.8,0.82,0.8,0.0
389,Europe,Aalesund,3735.0,480.48,2920.0,5.91,5.91,0.6,0.0,32.0,1.0,1.0,1.0,21.2,8.79,1.0,1.0,0.8,0.8,0.6,0.82,0.6,0.0
390,Europe,Tromso,3325.0,235.14,3683.0,5.91,5.91,0.4,0.6,0.0,1.0,1.0,1.0,21.2,8.79,0.8,0.6,0.8,0.8,0.8,0.79,0.8,0.0
391,Europe,Bergen,4745.0,663.13,3364.0,8.15,8.15,0.8,0.8,22.0,1.0,1.0,1.0,21.2,8.79,1.0,0.8,0.8,0.8,0.8,0.84,0.6,0.0
392,Americas,Playa del Carmen,1734.0,177.31,1988.0,1.69,1.69,0.8,0.2,0.0,0.2,0.6,0.8,70.4,49.33,0.6,0.6,1.0,0.0,1.0,0.74,1.0,0.0
393,Americas,Mexico City,1510.0,266.01,1418.0,1.93,1.93,0.8,0.4,0.0,0.2,0.6,0.42,70.4,49.33,0.6,0.6,0.8,0.0,0.8,0.72,1.0,0.0
394,Americas,Cancun,1275.0,77.34,1080.0,1.52,1.52,0.4,1.0,0.0,0.2,0.6,0.8,70.4,49.33,0.6,0.4,0.8,0.0,1.0,0.76,1.0,0.0
395,Americas,Guadalajara,1958.0,217.65,1034.0,1.93,1.93,0.4,0.0,13.0,0.2,0.6,0.24,70.4,49.33,0.6,0.6,0.8,0.0,0.6,0.72,1.0,0.0
396,Americas,Tijuana,1290.0,78.64,1101.0,0.97,0.97,0.4,0.4,7.0,0.2,0.6,0.4,70.4,49.33,0.6,0.6,0.6,0.0,1.0,0.66,1.0,0.0
397,Americas,Monterrey,2041.0,116.08,889.0,1.81,1.81,0.6,0.4,11.0,0.2,0.6,0.6,70.4,49.33,0.6,0.4,1.0,0.0,0.6,0.72,0.6,0.0
398,Americas,Queretaro,1716.0,118.01,818.0,1.45,1.45,0.4,0.6,0.0,0.2,0.6,0.8,70.4,49.33,0.6,0.6,1.0,0.0,0.8,0.72,0.76,0.0
399,Americas,Puerto Vallarta,1611.0,98.38,1412.0,1.21,1.21,0.4,0.6,0.0,0.2,0.6,0.82,70.4,49.33,0.62,0.8,1.0,0.0,0.8,0.74,1.0,0.0
400,Americas,Hermosillo,1621.0,304.7,839.0,1.21,1.21,0.4,0.6,9.0,0.2,0.6,0.8,70.4,49.33,0.6,0.6,1.0,0.0,0.6,0.7,0.6,0.0
401,Americas,San Miguel de Allende,2345.0,1041.36,2292.0,1.21,1.21,0.8,0.6,0.0,0.2,0.6,0.8,70.4,49.33,0.6,0.6,1.0,0.0,0.6,0.71,0.6,0.0
402,Americas,Merida,1671.0,31.44,712.0,2.18,2.18,0.4,0.8,0.0,0.2,0.6,0.62,70.4,49.33,0.6,0.4,0.8,0.0,0.6,0.7,0.4,0.0
403,Americas,Toluca,2028.0,300.16,1190.0,1.82,1.82,0.4,0.4,23.0,0.2,0.6,0.4,70.4,49.33,0.4,0.4,0.4,0.6,0.6,0.62,0.6,0.0
404,Americas,Puebla,1266.0,245.17,941.0,1.87,1.87,0.4,0.4,5.0,0.2,0.6,0.4,70.4,49.33,0.6,0.2,0.6,0.6,0.6,0.63,0.6,0.0
405,Americas,Tulum,2068.0,219.15,3304.0,0.97,0.97,0.4,0.4,5.0,0.2,0.6,0.4,70.4,49.33,0.4,0.4,0.4,0.6,0.6,0.6,0.6,0.0
406,Americas,Oaxaca,1545.0,87.06,713.0,1.93,1.93,0.4,0.0,3.0,0.2,0.6,0.8,70.4,49.33,0.6,0.6,1.0,0.0,0.6,0.68,0.6,0.0
407,Americas,Juarez,1571.0,246.82,1225.0,1.47,1.47,0.2,0.4,16.0,0.2,0.6,0.2,70.4,49.33,0.2,0.2,0.2,0.4,0.2,0.4,0.2,0.0
408,Americas,Aguascalientes,1724.0,24.18,833.0,1.45,1.45,0.4,0.4,5.0,0.2,0.6,0.2,70.4,49.33,0.6,0.6,0.8,0.6,0.4,0.43,0.4,0.0
409,Americas,Torreon,1511.0,223.57,656.0,1.55,1.55,0.4,0.4,0.0,0.2,0.6,0.2,70.4,49.33,0.4,0.4,0.4,0.6,0.6,0.45,0.6,0.0
410,Americas,San Luis Potosi,1846.0,223.04,882.0,1.67,1.67,0.4,0.6,3.0,0.2,0.6,0.4,70.4,49.33,0.45,0.2,0.6,0.6,0.4,0.59,0.62,0.0
411,Asia,Singapore,3765.0,212.16,3359.0,2.38,2.38,0.6,0.6,55.0,0.2,0.8,1.0,32.9,52.96,1.0,0.4,0.62,0.8,0.8,0.86,1.0,0.0
412,Europe,Warsaw,2128.0,121.7,1213.0,2.43,2.43,0.8,0.6,21.0,0.6,0.8,0.62,40.7,23.89,0.4,0.42,0.8,0.4,1.0,0.8,1.0,0.0
413,Europe,Wrocław,2478.0,121.7,1502.0,2.43,2.43,0.8,0.6,30.0,0.6,0.8,0.6,40.7,23.89,0.42,0.4,0.8,0.4,0.6,0.77,0.6,0.0
414,Europe,Kraków,2208.0,48.68,1121.0,2.43,2.43,0.8,0.6,0.0,0.6,0.8,0.64,40.7,23.89,0.44,0.4,0.6,0.4,1.0,0.76,0.6,0.0
415,Europe,Szczecin,2198.0,119.27,1148.0,2.56,2.56,0.4,0.8,27.0,0.6,0.8,0.8,40.7,23.89,0.8,0.6,0.6,0.4,0.42,0.76,0.6,0.0
416,Europe,Lublin,1929.0,121.7,1108.0,1.83,1.83,0.4,0.44,25.0,0.6,0.8,1.0,40.7,23.89,0.8,0.6,0.6,0.4,0.6,0.76,0.6,0.0
417,Europe,Gdansk,2160.0,148.48,1112.0,1.83,1.83,0.4,1.0,30.0,0.6,0.8,1.0,40.7,23.89,0.82,0.6,1.0,0.4,0.8,0.79,0.8,0.0
418,Europe,Poznan,1957.0,146.04,1110.0,2.43,2.43,0.4,0.6,12.0,0.6,0.8,0.6,40.7,23.89,0.4,0.4,0.6,0.4,0.6,0.67,0.4,0.0
419,Europe,Lodz,1621.0,94.93,879.0,2.43,2.43,0.4,0.0,21.0,0.6,0.8,0.8,40.7,23.89,0.4,0.4,0.8,0.4,0.8,0.7,0.4,0.0
420,Europe,Katowice,1515.0,98.89,773.0,1.22,1.22,0.6,0.6,8.0,0.6,0.8,0.6,40.7,23.89,0.4,0.6,0.8,0.4,0.6,0.69,0.6,0.0
421,Europe,Riga,1519.0,76.35,1219.0,2.69,2.69,0.8,0.6,28.0,0.8,0.8,0.6,47.4,17.38,0.6,0.6,0.6,0.0,0.6,0.75,0.44,0.0
422,Europe,Tallinn,2054.0,129.04,1393.0,1.08,1.08,0.8,1.0,13.0,0.8,0.8,0.8,43.4,14.31,1.0,0.8,1.0,1.0,0.62,0.8,0.8,0.0
423,Europe,Tartu,1779.0,129.04,1049.0,1.08,1.08,0.4,1.0,24.0,0.8,0.8,1.0,43.4,14.31,1.0,0.8,1.0,1.0,0.4,0.76,0.4,0.0
424,Americas,Montevideo,2327.0,88.48,1580.0,5.31,5.31,0.8,0.4,7.0,0.8,0.8,0.6,36.2,15.88,0.8,0.93,0.6,0.8,0.6,0.79,0.4,1.0
425,Americas,Punta del Este,3518.0,366.99,7940.0,2.83,2.83,0.4,0.4,3.0,0.8,0.8,0.6,36.2,15.88,0.4,0.4,0.6,0.4,0.6,0.7,0.4,0.0
426,Europe,Kiev,1120.0,116.26,1232.0,2.42,2.42,1.0,0.6,16.0,0.4,0.4,0.4,75.5,32.93,0.2,0.2,0.6,0.38,0.62,0.64,0.6,0.0
427,Europe,Lviv,543.0,62.01,705.0,0.78,0.78,0.8,0.6,13.0,0.4,0.4,0.4,75.5,32.93,0.2,0.2,1.0,0.4,0.6,0.62,0.4,0.0
428,Europe,Kharkiv,942.0,34.88,569.0,1.36,1.36,0.4,0.2,15.0,0.4,0.4,0.4,75.5,32.93,0.2,0.2,0.6,0.4,0.4,0.56,0.6,0.0
429,Europe,Ivano-Frankivsk,808.0,77.51,479.0,1.16,1.16,0.6,0.6,0.0,0.4,0.4,0.4,75.5,32.93,0.25,0.2,0.8,0.4,0.4,0.58,0.6,0.0
430,Europe,Krivoy-Rog,821.0,15.5,530.0,1.36,1.36,0.4,0.4,9.0,0.4,0.4,0.4,75.5,32.93,0.2,0.2,0.8,0.4,0.4,0.54,0.4,0.0
431,Europe,Odesa,1337.0,46.5,811.0,1.94,1.94,0.8,0.6,10.0,0.4,0.4,0.2,75.5,32.93,0.4,0.2,0.8,0.4,0.4,0.45,0.8,0.0
432,Asia,Macau,2855.0,349.25,2029.0,2.58,2.58,0.4,0.6,23.0,0.4493177391294531,0.6424297693446573,0.6,51.04918474750884,33.95024793087276,0.6,0.4,0.6,0.0,1.0,0.81,0.6,0.0
433,Europe,Skopje,1206.0,142.21,809.0,1.75,1.75,0.8,0.0,15.0,0.4,0.6,0.6,67.0,36.09,0.4,0.4,0.6,0.0,0.6,0.69,0.4,0.0
434,Asia,Shanghai,2147.0,145.84,1687.0,2.92,2.92,0.8,0.8,6.0,0.2,0.6,0.82,74.9,80.96,1.0,0.38,1.0,0.8,1.0,0.76,0.96,0.0
435,Asia,Anyang,1114.0,72.92,1153.0,3.15,3.15,0.4,0.4,43.0,0.2,0.6,0.6,74.9,80.96,0.6,0.6,0.6,0.2,0.6,0.7,0.6,0.0
436,Asia,Zhongshan,1711.0,525.23,1560.0,0.0,0.0,0.4,0.4,78.0,0.2,0.6,0.6,74.9,80.96,0.6,0.4,0.4,0.2,0.4,0.69,0.4,0.0
437,Asia,Shenzhen,1581.0,291.68,1463.0,2.19,2.19,0.4,0.6,18.0,0.2,0.6,0.6,74.9,80.96,0.6,0.2,0.6,0.4,0.4,0.66,0.6,0.0
438,Asia,Hangzhou,1595.0,118.67,1890.0,1.46,1.46,0.8,1.0,20.0,0.2,0.6,0.6,74.9,80.96,0.8,0.6,0.8,0.4,0.4,0.66,0.6,0.0
439,Asia,Dongguan,1942.0,72.92,1120.0,4.79,4.79,0.4,0.4,5.0,0.2,0.6,0.6,74.9,80.96,0.6,0.6,0.6,0.2,0.4,0.66,0.6,0.0
440,Asia,Zibo,1226.0,481.28,1621.0,1.57,1.57,0.4,0.4,18.0,0.2,0.6,0.6,74.9,80.96,0.6,0.4,0.4,0.2,0.4,0.65,0.4,0.0
441,Asia,Nanyang,387.0,59.25,433.0,0.73,0.73,0.6,0.4,13.0,0.2,0.6,0.8,74.9,80.96,0.8,0.4,0.4,0.4,0.4,0.63,0.6,0.0
442,Asia,Zhoukou,519.0,88.96,719.0,1.09,1.09,0.4,0.4,0.0,0.2,0.6,0.8,74.9,80.96,0.8,0.4,0.6,0.4,0.6,0.65,0.6,0.0
443,Asia,Nanjing,1912.0,88.96,722.0,1.09,1.09,0.6,0.6,6.0,0.2,0.6,0.8,74.9,80.96,0.8,0.6,0.8,0.4,0.8,0.69,0.8,0.0
444,Asia,Weifang,1058.0,88.96,613.0,1.09,1.09,0.4,0.4,0.0,0.2,0.6,0.8,74.9,80.96,0.8,0.4,0.6,0.4,0.4,0.64,0.6,0.0
445,Asia,Urumqi,1730.0,72.92,1666.0,4.73,4.73,0.4,0.4,0.0,0.2,0.6,0.6,74.9,80.96,0.6,0.4,0.4,0.2,0.4,0.64,0.4,0.0
446,Asia,Shijiazhuang,1129.0,88.96,625.0,1.09,1.09,0.4,0.4,25.0,0.2,0.6,0.8,74.9,80.96,0.8,0.4,0.6,0.4,0.6,0.63,0.4,0.0
447,Asia,Dalian,1547.0,148.21,1107.0,1.82,1.82,0.6,0.4,6.0,0.2,0.6,0.6,74.9,80.96,0.6,0.2,0.8,0.4,0.6,0.63,0.4,0.0
448,Asia,Chaoyang,1651.0,72.92,2513.0,3.15,3.15,0.8,0.4,3.0,0.2,0.6,0.6,74.9,80.96,0.6,0.6,0.6,0.2,0.4,0.68,0.6,0.0
449,Asia,Kunming,1146.0,72.92,1568.0,3.15,3.15,0.4,0.4,4.0,0.2,0.6,0.6,74.9,80.96,0.6,0.4,0.6,0.4,0.4,0.63,0.2,0.0
